DEBUG 2018-03-24 22:36:29[6820] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-24 22:36:29[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=1, wParam=17819492, lParam=0
DEBUG 2018-03-28 13:50:48[10636] : ------------------End-------------------
DEBUG 2018-03-28 13:50:48[8036] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[1532] : ------------------End-------------------
DEBUG 2018-03-28 13:50:48[2836] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[7452] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=1, wParam=9693956, lParam=0
DEBUG 2018-03-28 13:50:48[7452] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=2, wParam=2, lParam=9693944
DEBUG 2018-03-28 13:50:48[11008] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[7608] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[10072] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[12772] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[10724] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[9644] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[13104] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[11456] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[8268] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[5428] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[2368] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[4060] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[6524] : ------------------End-------------------
DEBUG 2018-03-28 13:50:48[2416] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[5836] : ------------------End-------------------
DEBUG 2018-03-28 13:50:48[8036] : ------------------End-------------------
DEBUG 2018-03-28 13:50:48[6688] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[11004] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[1736] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[2512] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[10404] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[8792] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[2836] : ------------------End-------------------
DEBUG 2018-03-28 13:50:48[12032] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[10816] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[7608] : ------------------End-------------------

DEBUG 2018-03-28 13:50:49[10072] : ------------------End-------------------
DEBUG 2018-03-28 13:50:49[11944] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[4652] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[10020] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[1420] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[7956] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[4272] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[7452] : Load UI plugin DuiPluginDemo.dll succ
DEBUG 2018-03-28 13:50:49[12836] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[7452] : Create UI plugin DuiPluginDemo.dll - IDuiPluginPanel object succ
DEBUG 2018-03-28 13:50:49[7452] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[7452] : CDuiPlugin::OnInit root path is C:\work\trunk\EndpointProduct\storageDLP\DuiVisionDemos\DuiVisionDemo-20161218\bin\
DEBUG 2018-03-28 13:50:49[12424] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[7020] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[2352] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[5248] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[10312] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[5160] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerPlugin::OnInit
DEBUG 2018-03-28 13:50:49[7452] : CDuiPlugin::OnInit load tab_controls succ
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=1188, name=tab1, msg=-5501, wParam=9691048, lParam=9691064
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=1188, name=tab1, msg=-5502, wParam=9691048, lParam=9691064
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=1188, name=tab1, msg=-709, wParam=9690716, lParam=9690732
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=1188, name=tab1, msg=250, wParam=9665392, lParam=0
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=1188, name=tab1, msg=106, wParam=9674172, lParam=0
DEBUG 2018-03-28 13:50:49[12772] : ------------------End-------------------
DEBUG 2018-03-28 13:50:49[10724] : ------------------End-------------------
DEBUG 2018-03-28 13:50:49[9644] : ------------------End-------------------

DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=1188, name=tab1, msg=105, wParam=9674492, lParam=0
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=1188, name=tab1, msg=105, wParam=9674492, lParam=0
DEBUG 2018-03-28 13:50:49[11456] : ------------------End-------------------
DEBUG 2018-03-28 13:50:49[5428] : ------------------End-------------------
DEBUG 2018-03-28 13:50:49[10192] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[10928] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[5272] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[1664] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[2368] : ------------------End-------------------
DEBUG 2018-03-28 13:50:49[4060] : ------------------End-------------------
DEBUG 2018-03-28 13:50:49[5704] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[2416] : ------------------End-------------------
DEBUG 2018-03-28 13:50:49[6688] : ------------------End-------------------
DEBUG 2018-03-28 13:50:49[10468] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=1, wParam=9694156, lParam=0
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=2, wParam=2, lParam=9694144
DEBUG 2018-03-28 13:50:49[2556] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[11004] : ------------------End-------------------
DEBUG 2018-03-28 13:50:49[11408] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[1736] : ------------------End-------------------
DEBUG 2018-03-28 13:50:49[9344] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[7924] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:49[2512] : ------------------End-------------------
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:49[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:50[10404] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[8792] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[11944] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[10816] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[12032] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[7956] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[12836] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[4272] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[1420] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[7020] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[5160] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[4652] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[10020] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[10928] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[10192] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[5272] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[1664] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[5704] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[10468] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[7924] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[11408] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[9344] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[12424] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[10312] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[2556] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[10680] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:50[7912] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:50[8072] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:50[10676] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:50[3160] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:50[8072] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[10680] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[3160] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[428] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:50[10672] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:50[7568] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9675032
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9675032
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9675032
DEBUG 2018-03-28 13:50:50[428] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[10672] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[10676] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[7568] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[10252] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9675032
DEBUG 2018-03-28 13:50:50[8596] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:50[4740] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9674976
DEBUG 2018-03-28 13:50:50[10252] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[8596] : ------------------End-------------------
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=1191, name=webkit_ctrl, msg=14, wParam=100, lParam=2126816992
DEBUG 2018-03-28 13:50:50[7452] : CDuiHandlerMain::OnDuiMessage:uID=1191, name=webkit_ctrl, msg=14, wParam=101, lParam=2127331200
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=102, wParam=9688576, lParam=0
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9695016, lParam=0
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9695016, lParam=0
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=102, wParam=9688576, lParam=0
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9695016, lParam=0
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=102, wParam=9688536, lParam=0
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=-709, wParam=9694164, lParam=9694248
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=-709, wParam=9694092, lParam=9694176
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=-5512, wParam=9694132, lParam=9694224
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=-5513, wParam=9694092, lParam=9694176
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=270, wParam=9690408, lParam=0
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=104, wParam=9684420, lParam=0
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=102, wParam=9684024, lParam=0
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=102, wParam=9683968, lParam=0
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=106, wParam=9694124, lParam=0
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:53[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:54[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:54[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:54[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:54[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:54[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:54[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:54[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:54[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:54[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:54[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:54[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:54[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:54[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:54[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:55[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:56[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:56[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:56[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:56[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:56[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:56[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:57[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:57[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:57[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:57[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:57[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:57[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:57[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:57[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:57[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=9689712, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=269, wParam=9694288, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=269, wParam=9694456, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=102, wParam=9693856, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=105, wParam=9685540, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=105, wParam=9685540, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=102, wParam=9679120, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=102, wParam=9683848, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=269, wParam=9684872, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=269, wParam=9685040, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=105, wParam=9685620, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=105, wParam=9685620, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=105, wParam=9685656, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=113, wParam=9685336, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=252, wParam=9685320, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=269, wParam=9679816, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=269, wParam=9679984, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=105, wParam=9695888, lParam=0
DEBUG 2018-03-28 13:50:58[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=113, wParam=9688352, lParam=0
DEBUG 2018-03-28 13:51:02[9248] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:51:02[7452] : CDuiHandlerMain::OnDuiMessage:uID=100, name=, msg=0, wParam=1116, lParam=9675032
DEBUG 2018-03-28 13:51:02[9248] : ------------------End-------------------
DEBUG 2018-03-28 13:51:05[7452] : CDuiHandlerMain::OnDuiMessage:uID=800, name=tray.icon, msg=2, wParam=0, lParam=0
DEBUG 2018-03-28 13:51:05[7452] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=105, wParam=9695888, lParam=0
DEBUG 2018-03-28 13:51:09[7452] : CDuiHandlerMain::OnDuiMessage:uID=1087, name=edit1, msg=19, wParam=0, lParam=0
DEBUG 2018-03-28 13:51:09[7452] : CDuiHandlerPlugin::OnDuiMessage:uID=1049, name=edit1, msg=19, wParam=0, lParam=0
